,category,categoryId,categoryName,categoryUrl,foodImageUrl,genre,mediumImageUrl,nickname,pickup,rank,recipeCost,recipeDescription,recipeId,recipeIndication,recipeMaterial,recipePublishday,recipeTitle,recipeUrl,shop,smallImageUrl,中華,他,和食,洋食
496,3.0,,野菜スープ,https://recipe.rakuten.co.jp/category/17-169/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1c7108ee0f93a92dd833bdbc4a689876d03343d0.86.2.3.2.jpg,3.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1c7108ee0f93a92dd833bdbc4a689876d03343d0.86.2.3.2.jpg?thum=54,アルプスの乙女,0.0,3.0,指定なし,半端に残った野菜の簡単スープです♪,1040010126.0,約15分,"['キャベツの外葉', '人参', '玉葱', 'セロリ', 'ベーコン', '●水', '●鶏がらスープの素', '●胡椒', '●塩']",2014/01/22 13:50:50,野菜たっぷり鶏ガラスープ,https://recipe.rakuten.co.jp/recipe/1040010126/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1c7108ee0f93a92dd833bdbc4a689876d03343d0.86.2.3.2.jpg?thum=55,1.0,0.0,0.0,0.0
497,3.0,,野菜スープ,https://recipe.rakuten.co.jp/category/17-169/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/484de3dcc4bd725e01a82a887e2df01d3927f064.69.2.3.2.jpg,3.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/484de3dcc4bd725e01a82a887e2df01d3927f064.69.2.3.2.jpg?thum=54,toytoy＊saori2005,0.0,4.0,100円以下,少しだけ水を控えることでお野菜からの水分でしっかり甘さが味わえます。くたくたの柔らか野菜の簡単中華スープ、とってもヘルシーなので生活習慣病の予防にも！,1080014422.0,約10分,"['白菜', 'にんじん', '水', 'シャンタン', '酒', '醤油', 'こしょう', '水溶き片栗粉', 'ごま油']",2016/09/14 09:26:20,野菜の甘さを実感！白菜とにんじんのとろみ中華スープ,https://recipe.rakuten.co.jp/recipe/1080014422/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/484de3dcc4bd725e01a82a887e2df01d3927f064.69.2.3.2.jpg?thum=55,1.0,0.0,0.0,0.0
498,3.0,,チャウダー・クラムチャウダー,https://recipe.rakuten.co.jp/category/17-389/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f4041740db6e781abaf5e56c22258c0815e3a21b.26.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f4041740db6e781abaf5e56c22258c0815e3a21b.26.2.3.2.jpg?thum=54,koara@(・●・)@,1.0,1.0,500円前後,沢山作って次の日はスープスパにしたりショートパスタを入れたり☆本当に美味しい我が家の定番スープ！！,1540007110.0,約30分,"['玉ねぎ', 'じゃがいも', 'にんじん', 'ベーコン', 'あさりの水煮缶', '小麦粉', '牛乳', '塩コショウ', '水', 'バター']",2013/05/31 14:08:17,簡単にプロの味！時短具沢山クラムチャウダー！,https://recipe.rakuten.co.jp/recipe/1540007110/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/f4041740db6e781abaf5e56c22258c0815e3a21b.26.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
499,3.0,,チャウダー・クラムチャウダー,https://recipe.rakuten.co.jp/category/17-389/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4651256d1a4ff33a7a38fc572ca23c656f69c621.86.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4651256d1a4ff33a7a38fc572ca23c656f69c621.86.2.3.2.jpg?thum=54,栗皮茶,0.0,2.0,"1,000円前後","【アメリカ】 具を炒めて＼（＾▽＾）／圧力鍋で2分加圧でOK！野菜の旨みたっぷりのビタミンスープです。
じゃが芋の柔らかい食感とクリーミーなスープが美味しい。",1210005572.0,約30分,"['ベーコン', '★じゃが芋', '★玉ねぎ', '★人参', '水', 'ローリエ', 'アサリ缶', '▲バターorマーガリン', '▲薄力粉', '牛乳(200ml', '＋500ml)', '☆コンソメの顆粒', '☆砂糖', '☆コショウ', '生クリーム']",2013/12/05 21:22:44,モス風☆絶品クラムチャウダー,https://recipe.rakuten.co.jp/recipe/1210005572/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4651256d1a4ff33a7a38fc572ca23c656f69c621.86.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
500,3.0,,チャウダー・クラムチャウダー,https://recipe.rakuten.co.jp/category/17-389/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/31be1d78d86a5686bb35a280f252fb354ed8fc91.22.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/31be1d78d86a5686bb35a280f252fb354ed8fc91.22.2.3.2.jpg?thum=54,けあはと,0.0,3.0,指定なし,シチューのルウで簡単に作れます！,1130009999.0,約30分,"['玉ねぎ', 'にんじん', 'じゃがいも', 'ハムorベーコン', '冷凍あさりむき身', 'バター', '水', '牛乳', 'シチューのルウ']",2016/05/18 21:43:43,シチューのルウでクラムチャウダー,https://recipe.rakuten.co.jp/recipe/1130009999/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/31be1d78d86a5686bb35a280f252fb354ed8fc91.22.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
501,3.0,,チャウダー・クラムチャウダー,https://recipe.rakuten.co.jp/category/17-389/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fc27e02711a1329da06834021a350c2ff6298d97.24.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fc27e02711a1329da06834021a350c2ff6298d97.24.2.3.2.jpg?thum=54,うーころちゃん,0.0,4.0,300円前後,冷凍むきあさりを使ったお手軽クラムチャウダーです。,1770023753.0,約30分,"['冷凍むきあさり', 'ベーコン', 'じゃがいも', '玉ねぎ', 'にんじん', 'バター', '薄力粉', '水', 'コンソメ顆粒', '牛乳', '塩こしょう']",2017/05/03 07:21:56,冷凍むきあさりで☆クラムチャウダー,https://recipe.rakuten.co.jp/recipe/1770023753/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/fc27e02711a1329da06834021a350c2ff6298d97.24.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
502,3.0,,コーンスープ・ポタージュ,https://recipe.rakuten.co.jp/category/17-171/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ec23ae055a97e73a8fd37280ce1f6a47d187bc3a.61.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ec23ae055a97e73a8fd37280ce1f6a47d187bc3a.61.2.3.2.jpg?thum=54,liqueur,0.0,3.0,100円以下,新鮮なとうもろこしから作るコーンポタージュは、コーン缶で作るものとは比べ物にならない程美味しいです。,1530004457.0,約10分,"['とうもろこし', '水', '牛乳(又は豆乳)', 'バター', 'たまねぎ', 'コンソメ(固形又は顆粒)', '塩', '胡椒', 'パセリ(お好みで)']",2016/07/13 16:17:01,とうもろこしから作る　コーンポタージュ,https://recipe.rakuten.co.jp/recipe/1530004457/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ec23ae055a97e73a8fd37280ce1f6a47d187bc3a.61.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
503,3.0,,コーンスープ・ポタージュ,https://recipe.rakuten.co.jp/category/17-171/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a1453d72c952334530a1ba41e5e55da927d4070c.52.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a1453d72c952334530a1ba41e5e55da927d4070c.52.2.3.2.jpg?thum=54,7272natu,1.0,4.0,100円以下,ホテルのお料理みたいなじゃがいもの冷製ヴィシソワーズです！でも作り方はとっても簡単♪使うのも牛乳です！冷蔵庫でキンっキンに冷やしてお召しがりください！,1530003875.0,約30分,"['じゃがいも', '玉ねぎ', 'お水', '牛乳', '顆粒ブイヨン', '塩', 'バター']",2015/07/26 16:20:43,超簡単ホテルの味！じゃがいもの冷製ヴィシソワーズ,https://recipe.rakuten.co.jp/recipe/1530003875/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a1453d72c952334530a1ba41e5e55da927d4070c.52.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
504,3.0,,トマトスープ,https://recipe.rakuten.co.jp/category/17-168/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7e4ccf8f026f66053d40b04a475e086f5d4a4f24.59.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7e4ccf8f026f66053d40b04a475e086f5d4a4f24.59.2.3.2.jpg?thum=54,えちご姫８６５４,1.0,2.0,300円前後,簡単に作れて野菜もタップリ食べれる栄養満点スープです☆とろけるチーズがスープをマイルドにしてくれるので子どもも喜んで飲んでくれましたよｯ（笑）,1720008980.0,約15分,"['ベーコン', 'じゃが芋', '玉ねぎ', '人参', 'キャベツ', 'にんにく（チューブ）', 'トマト缶（カット）', 'オリーブ油', 'とろけるチーズ', '水', '粉末コンソメ', '塩・コショウ', '乾燥パセリ']",2012/12/05 21:25:53,栄養満点☆とろけるチーズの簡単ミネストローネ,https://recipe.rakuten.co.jp/recipe/1720008980/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7e4ccf8f026f66053d40b04a475e086f5d4a4f24.59.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
505,3.0,,トマトスープ,https://recipe.rakuten.co.jp/category/17-168/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ea9423a932e62456f623f34fabd2cbf4cc14862c.62.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ea9423a932e62456f623f34fabd2cbf4cc14862c.62.2.3.2.jpg?thum=54,アルビン１００６,1.0,3.0,300円前後,"冬場に身体を温める根菜をたくさん使ったミネストローネです。食物繊維も摂れます！
今は葉ものがお高いですしね。",1740004481.0,約30分,"['玉ねぎ', 'にんじん', '大根', 'れんこん', 'じゃが芋', '大豆缶（水煮パックでも）', 'ベーコン', 'にんにく（みじん切り）', 'オリーブ油', 'カットトマト缶（ホールでも）', '水', '固形コンソメ', 'ローリエ', '酒', 'はちみつ（砂糖でも）', '塩・こしょう', 'パセリ（みじん切り）', '粉チーズ（お好みで）']",2012/02/17 22:31:23,寒い日には！根菜と大豆のミネストローネ☆,https://recipe.rakuten.co.jp/recipe/1740004481/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ea9423a932e62456f623f34fabd2cbf4cc14862c.62.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
506,3.0,,トマトスープ,https://recipe.rakuten.co.jp/category/17-168/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/047c8e38cf993910f3ce12da1b3c7b72f72046eb.09.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/047c8e38cf993910f3ce12da1b3c7b72f72046eb.09.2.3.2.jpg?thum=54,☆コロン's kitchen☆,0.0,4.0,300円前後,野菜がたっぷり入った、具沢山のミネストローネスープです。カットトマト缶を使うので、簡単です！,1760033294.0,約15分,"['玉ねぎ', '人参', 'じゃがいも', 'キャベツ', 'ウィンナー', 'カットトマト缶', 'にんにく', '水', '固形ブイヨン', 'ローリエ', 'オリーブオイル', '塩コショウ']",2020/02/19 22:14:11,簡単☆カットトマト缶でミネストローネ,https://recipe.rakuten.co.jp/recipe/1760033294/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/047c8e38cf993910f3ce12da1b3c7b72f72046eb.09.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
507,3.0,,コンソメスープ,https://recipe.rakuten.co.jp/category/17-167/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/20ac7865e829ec62183600abb78d3db9f2e73eae.82.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/20ac7865e829ec62183600abb78d3db9f2e73eae.82.2.3.2.jpg?thum=54,バカゾクあいこ,1.0,2.0,300円前後,野菜たっぷりポトフ♪お子さんがポトフ苦手なら、コンソメを少し減らして、その分シチューの素を少し入れるといいですよ♪私の母の味です♪,1310003128.0,約15分,"['玉葱', '人参', 'じゃがいも', 'キャベツ小', 'シャウエッセン', '最後のコンソメ', '★コンソメ', '★塩', '★水']",2012/04/14 12:07:23,簡単ポトフ,https://recipe.rakuten.co.jp/recipe/1310003128/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/20ac7865e829ec62183600abb78d3db9f2e73eae.82.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
508,3.0,,クリームスープ,https://recipe.rakuten.co.jp/category/17-170/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7de653192f38dabb9790efeb419653649796c80f.49.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7de653192f38dabb9790efeb419653649796c80f.49.2.3.2.jpg?thum=54,sor_66,1.0,2.0,100円以下,カリカリベーコンのアクセントがたまらない☆,1250001250.0,約10分,"['じゃがいも', '牛乳', '水', 'コンソメキューブ', '塩コショウ', 'ベーコン', 'パセリ']",2011/02/18 22:22:47,ミキサーで一発！ポテトポタージュ,https://recipe.rakuten.co.jp/recipe/1250001250/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7de653192f38dabb9790efeb419653649796c80f.49.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
509,3.0,,クリームスープ,https://recipe.rakuten.co.jp/category/17-170/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/cd6445f733b9ff14fc5a41d0080e0c663f4c24e3.61.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/cd6445f733b9ff14fc5a41d0080e0c663f4c24e3.61.2.3.2.jpg?thum=54,しあわせな食卓。,1.0,3.0,300円前後,見た目も可愛らしいホワイトスープです。あっさりしているので、朝食にもぴったりです♪,1560008723.0,約15分,"['カリフラワー', 'じゃがいも', '玉ねぎ', 'にんじん', 'にんにく', '水', '豆乳', 'コンソメ', 'ココナッツオイルまたはオリーブオイル', '粗挽き黒胡椒', 'パセリのみじん切り']",2014/12/15 10:24:11,カリフラワーとじゃがいもの豆乳スープ。,https://recipe.rakuten.co.jp/recipe/1560008723/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/cd6445f733b9ff14fc5a41d0080e0c663f4c24e3.61.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
510,3.0,,クリームスープ,https://recipe.rakuten.co.jp/category/17-170/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/598113b1f5096cf5d4c005beb4897635521b5c6a.20.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/598113b1f5096cf5d4c005beb4897635521b5c6a.20.2.3.2.jpg?thum=54,chi*。*you,1.0,4.0,指定なし,玉ねぎ、ベーコン、ミルクの組み合わせはとてもいいですね。,1640002888.0,指定なし,"['じゃがいも(中2つ)', '玉ねぎ', 'ベーコンスライス', '牛乳', '水', 'ﾊﾞﾀｰ', '塩', '粉チーズ', '黒こしょう、パセリ']",2011/11/02 12:35:00,ほっくりあったかじゃがいもスープ,https://recipe.rakuten.co.jp/recipe/1640002888/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/598113b1f5096cf5d4c005beb4897635521b5c6a.20.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
511,3.0,,中華スープ,https://recipe.rakuten.co.jp/category/17-164/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/364305056f24eb2e04c19f230486e86f7d91b214.48.2.3.2.jpg,3.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/364305056f24eb2e04c19f230486e86f7d91b214.48.2.3.2.jpg?thum=54,libre*,0.0,3.0,100円以下,冷蔵庫にあるもので簡単に～,1400024229.0,5分以内,"['卵', 'ネギ', '豆腐', 'チキンスープの素', 'ごま油']",2018/11/13 09:07:02,中華風卵スープ,https://recipe.rakuten.co.jp/recipe/1400024229/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/364305056f24eb2e04c19f230486e86f7d91b214.48.2.3.2.jpg?thum=55,1.0,0.0,0.0,0.0
512,3.0,,中華スープ,https://recipe.rakuten.co.jp/category/17-164/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/32ab77c1007a661575a84b0336ab5f538636d86b.21.2.3.2.jpg,3.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/32ab77c1007a661575a84b0336ab5f538636d86b.21.2.3.2.jpg?thum=54,tukuyo93,0.0,4.0,300円前後,ツルンと美味しいワンタンスープです。,1120003642.0,約30分,"['ワンタン皮', '豚ミンチ', '○白ネギ', '○すりおろし生姜', '○醤油', '○酒', '○ごま油', '○砂糖', '○こしょう', '水', '◆鶏ガラスープの素', '◆酒', '◆薄口醤油', '◆塩・こしょう', '刻みネギ', 'いりごま']",2012/07/28 15:36:41,ワンタンスープ,https://recipe.rakuten.co.jp/recipe/1120003642/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/32ab77c1007a661575a84b0336ab5f538636d86b.21.2.3.2.jpg?thum=55,1.0,0.0,0.0,0.0
514,3.0,,和風スープ,https://recipe.rakuten.co.jp/category/17-165/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4fdd07c63928ff5a30eea4ab0254ab6c74612f35.45.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4fdd07c63928ff5a30eea4ab0254ab6c74612f35.45.2.3.2.jpg?thum=54,mint74,0.0,2.0,指定なし,あっさりヘルシースープです。余り野菜で作りました。,1330006894.0,指定なし,"['白菜', 'しめじ', 'にんじん', '水', 'だしの素', 'しょうゆ', '塩', '炒りゴマ']",2013/06/28 10:55:31,白菜としめじの和風スープ,https://recipe.rakuten.co.jp/recipe/1330006894/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4fdd07c63928ff5a30eea4ab0254ab6c74612f35.45.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
515,3.0,,和風スープ,https://recipe.rakuten.co.jp/category/17-165/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/adc503e567fec507994c583eb96cd2f97ce8ef8e.33.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/adc503e567fec507994c583eb96cd2f97ce8ef8e.33.2.3.2.jpg?thum=54,ドキンちゃん０２９８,0.0,3.0,指定なし,だしの素を使うから簡単♪だしのきいた汁に、たまごがふわぁ～と♪,1910005463.0,5分以内,"['卵', 'だしの素', '水', '＠片栗粉', '＠水', '醤油', '塩', '小ネギ']",2014/03/20 12:51:17,簡単に♪シンプルに♪かきたま汁,https://recipe.rakuten.co.jp/recipe/1910005463/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/adc503e567fec507994c583eb96cd2f97ce8ef8e.33.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
516,3.0,,和風スープ,https://recipe.rakuten.co.jp/category/17-165/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5bf18e371fa9cd4e29c9d30ffd4c12b1b463fab3.60.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5bf18e371fa9cd4e29c9d30ffd4c12b1b463fab3.60.2.3.2.jpg?thum=54,おこのみっちゃん,0.0,4.0,100円以下,お野菜の優しい味でホッとします。,1690006906.0,約10分,"['白菜', 'キャベツ', '玉ねぎ', '人参', '青ねぎ', 'たまご', '天然だし', '水', '☆塩', '☆醤油', '☆料理酒']",2016/09/16 16:36:36,野菜たっぷり♪和風スープ,https://recipe.rakuten.co.jp/recipe/1690006906/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5bf18e371fa9cd4e29c9d30ffd4c12b1b463fab3.60.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
517,3.0,,韓国風スープ,https://recipe.rakuten.co.jp/category/17-166/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a5e1f0b0e3e6ec35cb984dbedaedb31904a7c569.58.2.3.2.jpg,4.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a5e1f0b0e3e6ec35cb984dbedaedb31904a7c569.58.2.3.2.jpg?thum=54,u_smyles,1.0,1.0,300円前後,材料をまとめて全部鍋に入れて煮込むだけ‼︎コラーゲンもたっぷり摂れる、とっても美味しいサムゲタン風のスープです‼︎,1670016173.0,1時間以上,"['手羽先', 'もち米', 'あれば', '押麦、五穀米', '長ネギ', 'にんにく', '生姜', 'ピーナッツ', '酒', '塩', '水']",2016/06/06 00:40:56,手羽先で作る‼︎簡単✳︎参鶏湯(サムゲタン)スープ,https://recipe.rakuten.co.jp/recipe/1670016173/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a5e1f0b0e3e6ec35cb984dbedaedb31904a7c569.58.2.3.2.jpg?thum=55,0.0,1.0,0.0,0.0
518,3.0,,韓国風スープ,https://recipe.rakuten.co.jp/category/17-166/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/18329d6c6337720e14977d74cccd3495e6618779.81.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/18329d6c6337720e14977d74cccd3495e6618779.81.2.3.2.jpg?thum=54,Startrek,0.0,2.0,指定なし,ひたすら弱火で煮込んで濃厚スープにします。とろっとろの肉とコラーゲンをたっぷり含んだスープが自慢の一品。味付けは塩加減がポイント。,1790010012.0,1時間以上,"['牛テール', '水（下茹で用）', '塩（下茹で用）', '日本酒（下味用）', '塩（下味用）', '水（スープ用）', 'ニンニク', '生姜（薄切り）', 'タマネギ（大）', 'だしパック', '塩', 'みりん', '黒胡椒', 'オールスパイス', '長ネギ']",2014/07/18 06:13:41,じっくり煮込んだ☆　「牛テールスープ」,https://recipe.rakuten.co.jp/recipe/1790010012/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/18329d6c6337720e14977d74cccd3495e6618779.81.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
519,3.0,,韓国風スープ,https://recipe.rakuten.co.jp/category/17-166/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5955ae89c33ce29f7b3c95f54c77af7274018f39.35.2.3.2.jpg,4.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5955ae89c33ce29f7b3c95f54c77af7274018f39.35.2.3.2.jpg?thum=54,みーすけ5481,1.0,3.0,300円前後,美味しいスンドゥブチゲを研究してます,1340002224.0,約30分,"['絹とう', '長ネギ', '玉ねぎ', '大根', '椎茸', 'あさり', '★粉唐辛子', '★ごま油', '★コチュジャン', '★すりごま', '★酒', '★にんにく', '卵', '水', 'ダシダ']",2011/08/28 17:28:40,辛旨 本格的 スンドゥブチゲ,https://recipe.rakuten.co.jp/recipe/1340002224/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5955ae89c33ce29f7b3c95f54c77af7274018f39.35.2.3.2.jpg?thum=55,0.0,1.0,0.0,0.0
